#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome 1","NZ_LR027880.1",48560,50611,"+",61431341,,"RIL182_RS00245","WP_134522968.1",683,"MBL fold metallo-hydrolase"
"chromosome 1","NZ_LR027880.1",51054,51566,"+",61431342,,"RIL182_RS00250","WP_022111773.1",170,"RNA polymerase sigma factor"
"chromosome 1","NZ_LR027880.1",51630,53825,"+",61431343,,"RIL182_RS00255","WP_242655563.1",731,"beta-propeller domain-containing protein"
"chromosome 1","NZ_LR027880.1",54105,54938,"+",61431345,,"RIL182_RS00265","WP_006857147.1",277,"alpha/beta hydrolase"
"chromosome 1","NZ_LR027880.1",54943,56169,"-",61431346,"tyrS","RIL182_RS00270","WP_006857146.1",408,"tyrosine--tRNA ligase"
"chromosome 1","NZ_LR027880.1",56749,57237,"+",61431347,,"RIL182_RS00275","WP_006857145.1",162,"sigma-70 family RNA polymerase sigma factor"
"chromosome 1","NZ_LR027880.1",57240,58670,"+",61431348,,"RIL182_RS00280","WP_006857144.1",476,"DUF4367 domain-containing protein"
"chromosome 1","NZ_LR027880.1",58881,59711,"+",61431349,,"RIL182_RS00285","WP_006857143.1",276,"Cof-type HAD-IIB family hydrolase"
"chromosome 1","NZ_LR027880.1",59787,60626,"+",61431350,,"RIL182_RS00290","WP_006857142.1",279,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",60811,61368,"+",61431351,,"RIL182_RS00295","WP_055195643.1",185,"biotin transporter BioY"
"chromosome 1","NZ_LR027880.1",61463,62458,"+",61431352,"bioB","RIL182_RS00300","WP_055195646.1",331,"biotin synthase BioB"
"chromosome 1","NZ_LR027880.1",62529,63212,"+",61431353,"bioD","RIL182_RS00305","WP_242655562.1",227,"dethiobiotin synthase"
"chromosome 1","NZ_LR027880.1",63294,64484,"+",61431354,"bioA","RIL182_RS00310","WP_006857139.1",396,"adenosylmethionine--8-amino-7-oxononanoate transaminase"
"chromosome 1","NZ_LR027880.1",64569,64784,"+",61431355,,"RIL182_RS00315","WP_006857138.1",71,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",64788,67169,"-",61431356,,"RIL182_RS00320","WP_006857137.1",793,"thiamine pyrophosphate-dependent enzyme"
"chromosome 1","NZ_LR027880.1",67169,68290,"-",61431357,,"RIL182_RS00325","WP_006857187.1",373,"2-oxoacid:acceptor oxidoreductase family protein"
"chromosome 1","NZ_LR027880.1",68472,69599,"+",61431358,,"RIL182_RS00330","WP_242655561.1",375,"SLC13 family permease"
"chromosome 1","NZ_LR027880.1",69618,70472,"+",61431359,,"RIL182_RS00335","WP_006857135.1",284,"DMT family transporter"
"chromosome 1","NZ_LR027880.1",70813,71640,"+",61431360,,"RIL182_RS00340","WP_006857134.1",275,"glycerophosphodiester phosphodiesterase"
"chromosome 1","NZ_LR027880.1",71637,72638,"+",61431361,,"RIL182_RS00345","WP_006857133.1",333,"alpha/beta hydrolase"
"chromosome 1","NZ_LR027880.1",72619,73995,"+",61431362,,"RIL182_RS00350","WP_006857132.1",458,"MFS transporter"
"chromosome 1","NZ_LR027880.1",73976,74671,"+",61431363,,"RIL182_RS00355","WP_006857131.1",231,"GTP pyrophosphokinase"
"chromosome 1","NZ_LR027880.1",74693,76762,"+",61431364,"ppk1","RIL182_RS00360","WP_006857130.1",689,"polyphosphate kinase 1"
"chromosome 1","NZ_LR027880.1",76914,77921,"+",61431365,,"RIL182_RS00365","WP_044998996.1",335,"substrate-binding domain-containing protein"
"chromosome 1","NZ_LR027880.1",78057,78911,"+",61431366,"pstC","RIL182_RS00370","WP_006857129.1",284,"phosphate ABC transporter permease subunit PstC"
"chromosome 1","NZ_LR027880.1",78927,79820,"+",61431367,"pstA","RIL182_RS00375","WP_006857128.1",297,"phosphate ABC transporter permease PstA"
"chromosome 1","NZ_LR027880.1",79835,80587,"+",61431368,"pstB","RIL182_RS00380","WP_006857127.1",250,"phosphate ABC transporter ATP-binding protein PstB"
"chromosome 1","NZ_LR027880.1",80680,81336,"+",61431369,"phoU","RIL182_RS00385","WP_015561527.1",218,"phosphate signaling complex protein PhoU"
"chromosome 1","NZ_LR027880.1",81515,83275,"+",61431370,,"RIL182_RS00390","WP_006857125.1",586,"Na/Pi cotransporter family protein"
"chromosome 1","NZ_LR027880.1",83305,83976,"+",61431371,,"RIL182_RS00395","WP_006857124.1",223,"response regulator transcription factor"
"chromosome 1","NZ_LR027880.1",83973,85286,"+",61431372,,"RIL182_RS00400","WP_006857123.1",437,"ATP-binding protein"
"chromosome 1","NZ_LR027880.1",85368,88667,"+",61431373,,"RIL182_RS00405","WP_006857122.1",1099,"DEAD/DEAH box helicase"
"chromosome 1","NZ_LR027880.1",89133,89711,"+",61431374,,"RIL182_RS00410","WP_006857121.1",192,"manganese efflux pump MntP family protein"
"chromosome 1","NZ_LR027880.1",89742,90698,"+",61431375,,"RIL182_RS00415","WP_006857120.1",318,"calcium/sodium antiporter"
"chromosome 1","NZ_LR027880.1",90974,91360,"+",61431376,,"RIL182_RS00420","WP_006857119.1",128,"zinc ribbon domain-containing protein"
"chromosome 1","NZ_LR027880.1",91372,92766,"+",61431377,,"RIL182_RS00425","WP_006857118.1",464,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",92938,93555,"+",61431378,,"RIL182_RS00430","WP_134522970.1",205,"SGNH/GDSL hydrolase family protein"
"chromosome 1","NZ_LR027880.1",93647,93991,"+",61431379,,"RIL182_RS00435","WP_006857116.1",114,"DUF6054 family protein"
"chromosome 1","NZ_LR027880.1",94388,94957,"+",61431380,,"RIL182_RS00440","WP_006857115.1",189,"glycerol-3-phosphate responsive antiterminator"
"chromosome 1","NZ_LR027880.1",95245,98289,"+",61431381,,"RIL182_RS00445","WP_006857114.1",1014,"SrtB-anchored collagen-binding adhesin"
"chromosome 1","NZ_LR027880.1",98530,98856,"+",61431382,,"RIL182_RS00455","WP_006857113.1",108,"MULTISPECIES: YdcP family protein"
"chromosome 1","NZ_LR027880.1",98872,99255,"+",61431383,,"RIL182_RS00460","WP_006857112.1",127,"MULTISPECIES: YdcP family protein"
"chromosome 1","NZ_LR027880.1",99354,100112,"+",61431384,,"RIL182_RS00465","WP_006857111.1",252,"MULTISPECIES: helix-turn-helix domain-containing protein"
"chromosome 1","NZ_LR027880.1",100176,101570,"+",61431385,,"RIL182_RS00470","WP_006857110.1",464,"MULTISPECIES: FtsK/SpoIIIE domain-containing protein"
"chromosome 1","NZ_LR027880.1",101754,102950,"+",61431386,,"RIL182_RS00475","WP_006857109.1",398,"MULTISPECIES: replication initiation factor domain-containing protein"
"chromosome 1","NZ_LR027880.1",102963,103097,"+",61431387,,"RIL182_RS00485","WP_006857108.1",44,"MULTISPECIES: DUF3789 domain-containing protein"
"chromosome 1","NZ_LR027880.1",103098,103319,"+",61431388,,"RIL182_RS00490","WP_003060793.1",73,"MULTISPECIES: hypothetical protein"
"chromosome 1","NZ_LR027880.1",103463,104059,"+",61431389,,"RIL182_RS00495","WP_006857107.1",198,"MULTISPECIES: VanZ family protein"
"chromosome 1","NZ_LR027880.1",104146,104442,"+",61431390,,"RIL182_RS00500","WP_006857180.1",98,"MULTISPECIES: hypothetical protein"
"chromosome 1","NZ_LR027880.1",104361,104864,"+",61431391,,"RIL182_RS00505","WP_006857106.1",167,"MULTISPECIES: antirestriction protein ArdA"
"chromosome 1","NZ_LR027880.1",104882,105385,"+",61431392,,"RIL182_RS00510","WP_006857105.1",167,"MULTISPECIES: antirestriction protein ArdA"
"chromosome 1","NZ_LR027880.1",105504,105902,"+",61431393,,"RIL182_RS00515","WP_003061368.1",132,"MULTISPECIES: conjugal transfer protein"
"chromosome 1","NZ_LR027880.1",105880,108330,"+",61431394,,"RIL182_RS00520","WP_006857104.1",816,"ATP-binding protein"
"chromosome 1","NZ_LR027880.1",108330,110528,"+",61431395,,"RIL182_RS00525","WP_006857103.1",732,"MULTISPECIES: MFS transporter"
"chromosome 1","NZ_LR027880.1",110525,111532,"+",61431396,,"RIL182_RS00530","WP_006857102.1",335,"MULTISPECIES: bifunctional lysozyme/C40 family peptidase"
"chromosome 1","NZ_LR027880.1",111548,112459,"+",61431397,,"RIL182_RS00535","WP_006857101.1",303,"conjugal transfer protein"
"chromosome 1","NZ_LR027880.1",112581,112952,"+",61431398,,"RIL182_RS00540","WP_006857100.1",123,"MULTISPECIES: GntR family transcriptional regulator"
"chromosome 1","NZ_LR027880.1",112955,113803,"+",61431399,,"RIL182_RS00545","WP_006857099.1",282,"ABC transporter ATP-binding protein"
"chromosome 1","NZ_LR027880.1",113803,114456,"+",61431400,,"RIL182_RS00550","WP_006857098.1",217,"MULTISPECIES: ABC-2 transporter permease"
"chromosome 1","NZ_LR027880.1",114587,114778,"+",61431401,,"RIL182_RS00555","WP_006857097.1",63,"DUF4177 domain-containing protein"
"chromosome 1","NZ_LR027880.1",114802,115032,"+",61431402,,"RIL182_RS00560","WP_006857096.1",76,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",115663,116082,"+",61431404,,"RIL182_RS00570","WP_044998991.1",139,"MULTISPECIES: sigma-70 family RNA polymerase sigma factor"
"chromosome 1","NZ_LR027880.1",116084,116332,"+",61431405,,"RIL182_RS00575","WP_004613734.1",82,"MULTISPECIES: helix-turn-helix domain-containing protein"
"chromosome 1","NZ_LR027880.1",116704,116907,"+",61431406,,"RIL182_RS00585","WP_004613735.1",67,"MULTISPECIES: excisionase"
"chromosome 1","NZ_LR027880.1",116986,118176,"+",61431407,,"RIL182_RS00590","WP_006857094.1",396,"MULTISPECIES: site-specific integrase"
"chromosome 1","NZ_LR027880.1",118472,119968,"+",61431408,"glpK","RIL182_RS00595","WP_006857093.1",498,"glycerol kinase GlpK"
"chromosome 1","NZ_LR027880.1",120041,120751,"+",61431409,,"RIL182_RS00600","WP_006857092.1",236,"MULTISPECIES: aquaporin family protein"
"chromosome 1","NZ_LR027880.1",120999,122435,"+",61431410,,"RIL182_RS00605","WP_044999000.1",478,"NAD(P)/FAD-dependent oxidoreductase"
"chromosome 1","NZ_LR027880.1",122453,123721,"+",61431411,,"RIL182_RS00610","WP_006857090.1",422,"FAD-dependent oxidoreductase"
"chromosome 1","NZ_LR027880.1",123737,124096,"+",61431412,,"RIL182_RS00615","WP_006857089.1",119,"MULTISPECIES: DUF1667 domain-containing protein"
"chromosome 1","NZ_LR027880.1",124208,125509,"-",61431413,,"RIL182_RS00620","WP_006857088.1",433,"fibronectin type III domain-containing protein"
"chromosome 1","NZ_LR027880.1",126182,128179,"+",61431414,"metG","RIL182_RS00625","WP_006857087.1",665,"methionine--tRNA ligase"
"chromosome 1","NZ_LR027880.1",128199,129578,"+",61431415,,"RIL182_RS00630","WP_006857086.1",459,"DUF6056 family protein"
"chromosome 1","NZ_LR027880.1",129716,130588,"+",61431416,,"RIL182_RS00635","WP_006857085.1",290,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",130678,131280,"+",61431417,,"RIL182_RS00640","WP_134522975.1",200,"methyl-accepting chemotaxis protein"
"chromosome 1","NZ_LR027880.1",131290,131676,"+",61431418,,"RIL182_RS00645","WP_006857174.1",128,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",131868,132662,"+",61431419,,"RIL182_RS00650","WP_006857084.1",264,"TatD family hydrolase"
"chromosome 1","NZ_LR027880.1",132721,133626,"-",61431420,,"RIL182_RS00655","WP_044998989.1",301,"TIGR03915 family putative DNA repair protein"
"chromosome 1","NZ_LR027880.1",133707,134999,"-",61431421,,"RIL182_RS00660","WP_006857172.1",430,"putative DNA modification/repair radical SAM protein"
"chromosome 1","NZ_LR027880.1",135287,137380,"+",61431422,,"RIL182_RS00665","WP_006857083.1",697,"methyl-accepting chemotaxis protein"
"chromosome 1","NZ_LR027880.1",137587,138006,"+",61431423,,"RIL182_RS00670","WP_015561547.1",139,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",138017,138889,"+",61431424,"rsmA","RIL182_RS00675","WP_006857082.1",290,"16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA"
"chromosome 1","NZ_LR027880.1",138915,139541,"+",61431425,,"RIL182_RS00680","WP_044998987.1",208,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",139600,140622,"+",61431426,,"RIL182_RS00685","WP_006857080.1",340,"SpoIID/LytB domain-containing protein"
"chromosome 1","NZ_LR027880.1",140707,141480,"+",61431427,,"RIL182_RS00690","WP_006857079.1",257,"M23 family metallopeptidase"
"chromosome 1","NZ_LR027880.1",141599,143212,"+",61431428,,"RIL182_RS00695","WP_006857078.1",537,"GGDEF domain-containing protein"
"chromosome 1","NZ_LR027880.1",143584,145176,"+",61431429,,"RIL182_RS00700","WP_015561551.1",530,"DEAD/DEAH box helicase"
"chromosome 1","NZ_LR027880.1",145246,146595,"-",61431430,,"RIL182_RS00705","WP_118772718.1",449,"MATE family efflux transporter"
"chromosome 1","NZ_LR027880.1",146841,147533,"+",61431431,,"RIL182_RS00710","WP_006857076.1",230,"response regulator transcription factor"
"chromosome 1","NZ_LR027880.1",147539,150067,"+",61431432,,"RIL182_RS00715","WP_172606687.1",842,"HAMP domain-containing histidine kinase"
"chromosome 1","NZ_LR027880.1",150477,150899,"+",61431433,,"RIL182_RS00720","WP_006857074.1",140,"SseB family protein"
"chromosome 1","NZ_LR027880.1",150988,151530,"-",61431434,,"RIL182_RS00725","WP_006857073.1",180,"MULTISPECIES: NADH peroxidase"
"chromosome 1","NZ_LR027880.1",151714,152106,"-",61431435,,"RIL182_RS00730","WP_006857072.1",130,"transcriptional repressor"
"chromosome 1","NZ_LR027880.1",152283,153881,"+",61431436,,"RIL182_RS00735","WP_006857071.1",532,"GGDEF domain-containing protein"
"chromosome 1","NZ_LR027880.1",154009,155064,"+",61431437,,"RIL182_RS00740","WP_006857070.1",351,"DUF6128 domain-containing protein"
"chromosome 1","NZ_LR027880.1",155121,155699,"-",61431438,,"RIL182_RS00745","WP_015561555.1",192,"GNAT family N-acetyltransferase"
"chromosome 1","NZ_LR027880.1",155788,156252,"+",61431439,"tadA","RIL182_RS00750","WP_006857069.1",154,"tRNA adenosine(34) deaminase TadA"
"chromosome 1","NZ_LR027880.1",156470,157663,"+",61431440,,"RIL182_RS00755","WP_243128698.1",397,"transposase"
"chromosome 1","NZ_LR027880.1",158159,158632,"+",61431442,,"RIL182_RS00765","WP_006858732.1",157,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",158923,159906,"+",61431443,"pta","RIL182_RS00770","WP_015561558.1",327,"phosphate acetyltransferase"
"chromosome 1","NZ_LR027880.1",160121,161506,"+",61431444,,"RIL182_RS00775","WP_006858710.1",461,"MATE family efflux transporter"
"chromosome 1","NZ_LR027880.1",161771,162769,"-",61431445,,"RIL182_RS00780","WP_006858709.1",332,"cytidylate kinase-like family protein"
"chromosome 1","NZ_LR027880.1",162785,164227,"-",61431446,,"RIL182_RS00785","WP_006858708.1",480,"sodium:proton antiporter"
"chromosome 1","NZ_LR027880.1",164702,164932,"-",61431448,,"RIL182_RS00795","WP_006858728.1",76,"tyrosine-type recombinase/integrase"
"chromosome 1","NZ_LR027880.1",164979,165695,"-",61431449,,"RIL182_RS00800","WP_157579713.1",238,"site-specific integrase"
"chromosome 1","NZ_LR027880.1",165871,166416,"-",61431450,,"RIL182_RS00805","WP_044999475.1",181,"Uma2 family endonuclease"
"chromosome 1","NZ_LR027880.1",166487,167482,"-",61431451,,"RIL182_RS00810","WP_044999474.1",331,"virulence RhuM family protein"
"chromosome 1","NZ_LR027880.1",167791,168864,"+",61431452,,"RIL182_RS00815","WP_015561561.1",357,"6-phosphofructokinase"
"chromosome 1","NZ_LR027880.1",168866,170446,"+",61431453,"dnaX","RIL182_RS00820","WP_006858707.1",526,"DNA polymerase III subunit gamma/tau"
"chromosome 1","NZ_LR027880.1",170457,170807,"+",61431454,,"RIL182_RS00825","WP_006858706.1",116,"MULTISPECIES: YbaB/EbfC family nucleoid-associated protein"
"chromosome 1","NZ_LR027880.1",170917,171687,"-",61431455,,"RIL182_RS00830","WP_044999473.1",256,"DUF6062 family protein"
"chromosome 1","NZ_LR027880.1",171910,172488,"-",61431456,,"RIL182_RS00835","WP_006858705.1",192,"tyrosine-type recombinase/integrase"
"chromosome 1","NZ_LR027880.1",172594,172854,"+",61431457,,"RIL182_RS00840","WP_006858704.1",86,"carbon storage regulator"
"chromosome 1","NZ_LR027880.1",174731,175906,"+",61431459,"fliB","RIL182_RS00850","WP_006858702.1",391,"flagellin lysine-N-methylase"
"chromosome 1","NZ_LR027880.1",176205,176474,"+",61431460,,"RIL182_RS00855","WP_006858701.1",89,"atrial natriuretic peptide clearance receptor(ANPRC)"
"chromosome 1","NZ_LR027880.1",176531,177064,"+",61431461,,"RIL182_RS00860","WP_015561568.1",177,"histidine phosphatase family protein"
"chromosome 1","NZ_LR027880.1",177110,177790,"+",61431462,,"RIL182_RS00865","WP_006858700.1",226,"exonuclease domain-containing protein"
"chromosome 1","NZ_LR027880.1",177811,178056,"+",61431463,,"RIL182_RS00870","WP_157579712.1",81,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",178056,178229,"+",61431464,,"RIL182_RS00875","WP_006858699.1",57,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",178243,178527,"+",61431465,,"RIL182_RS00880","WP_006858720.1",94,"acylphosphatase"
"chromosome 1","NZ_LR027880.1",178899,179714,"+",61431466,,"RIL182_RS00890","WP_006858719.1",271,"transporter substrate-binding domain-containing protein"
"chromosome 1","NZ_LR027880.1",179704,182271,"+",61431467,,"RIL182_RS00895","WP_134522977.1",855,"ATP-binding protein"
"chromosome 1","NZ_LR027880.1",182384,183250,"+",61431468,,"RIL182_RS00900","WP_015519948.1",288,"YitT family protein"
"chromosome 1","NZ_LR027880.1",183390,184598,"+",61431469,,"RIL182_RS00905","WP_044999472.1",402,"UDPGP type 1 family protein"
"chromosome 1","NZ_LR027880.1",184776,185549,"+",61431470,,"RIL182_RS00910","WP_006858696.1",257,"GTP pyrophosphokinase"
"chromosome 1","NZ_LR027880.1",185605,186450,"+",61431471,,"RIL182_RS00915","WP_242655629.1",281,"nuclease"
"chromosome 1","NZ_LR027880.1",186447,186938,"+",61431472,,"RIL182_RS00920","WP_006858715.1",163,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",187460,188065,"+",61431473,,"RIL182_RS00925","WP_015519953.1",201,"DUF3793 family protein"
"chromosome 1","NZ_LR027880.1",188256,188681,"+",61431474,,"RIL182_RS00930","WP_015561583.1",141,"flavodoxin"
"chromosome 1","NZ_LR027880.1",188819,189061,"+",61431475,,"RIL182_RS00935","WP_006858694.1",80,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",189058,189435,"+",61431476,,"RIL182_RS00940","WP_006858693.1",125,"type II toxin-antitoxin system death-on-curing family toxin"
"chromosome 1","NZ_LR027880.1",189534,190865,"+",61431477,,"RIL182_RS00945","WP_006858692.1",443,"MATE family efflux transporter"
"chromosome 1","NZ_LR027880.1",191007,191321,"+",61431478,,"RIL182_RS00950","WP_006858691.1",104,"metal-sensing transcriptional repressor"
"chromosome 1","NZ_LR027880.1",193777,193986,"+",71454159,,"RIL182_RS21505","WP_242655631.1",69,"heavy-metal-associated domain-containing protein"
"chromosome 1","NZ_LR027880.1",194062,194217,"-",61435374,,"RIL182_RS21045","WP_006858690.1",51,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",194422,195018,"+",61431480,"recR","RIL182_RS00960","WP_006858689.1",198,"recombination mediator RecR"
"chromosome 1","NZ_LR027880.1",195050,195886,"+",61431481,,"RIL182_RS00965","WP_006858688.1",278,"transketolase"
"chromosome 1","NZ_LR027880.1",195874,196815,"+",61431482,,"RIL182_RS00970","WP_006858687.1",313,"transketolase family protein"
"chromosome 1","NZ_LR027880.1",196986,198494,"+",61431483,,"RIL182_RS00975","WP_006858686.1",502,"LysM peptidoglycan-binding domain-containing protein"
"chromosome 1","NZ_LR027880.1",198663,199859,"+",61431484,,"RIL182_RS00980","WP_006858685.1",398,"DUF5711 family protein"
"chromosome 1","NZ_LR027880.1",199871,200578,"+",61431485,,"RIL182_RS00985","WP_006858684.1",235,"CvpA family protein"
"chromosome 1","NZ_LR027880.1",206897,207313,"-",61431496,,"RIL182_RS01040","WP_006857805.1",138,"tyrosine-type recombinase/integrase"
"chromosome 1","NZ_LR027880.1",207312,208052,"+",61431497,,"RIL182_RS01045","WP_006857779.1",246,"fibronectin type III domain-containing protein"
"chromosome 1","NZ_LR027880.1",208575,208994,"-",61431498,,"RIL182_RS01050","WP_006857778.1",139,"hypothetical protein"
"chromosome 1","NZ_LR027880.1",209480,210142,"+",61431499,,"RIL182_RS01055","WP_044999206.1",220,"F0F1 ATP synthase subunit A"
"chromosome 1","NZ_LR027880.1",210175,210399,"+",61431500,"atpE","RIL182_RS01060","WP_006857776.1",74,"MULTISPECIES: ATP synthase F0 subunit C"
"chromosome 1","NZ_LR027880.1",210419,210925,"+",61431501,"atpF","RIL182_RS01065","WP_006857775.1",168,"F0F1 ATP synthase subunit B"
"chromosome 1","NZ_LR027880.1",210906,211409,"+",61431502,"atpH","RIL182_RS01070","WP_006857774.1",167,"ATP synthase F1 subunit delta"
"chromosome 1","NZ_LR027880.1",211414,212916,"+",61431503,"atpA","RIL182_RS01075","WP_006857773.1",500,"MULTISPECIES: F0F1 ATP synthase subunit alpha"
"chromosome 1","NZ_LR027880.1",212923,213816,"+",61431504,"atpG","RIL182_RS01080","WP_006857772.1",297,"ATP synthase F1 subunit gamma"
"chromosome 1","NZ_LR027880.1",213837,215243,"+",61431505,"atpD","RIL182_RS01085","WP_006857771.1",468,"MULTISPECIES: F0F1 ATP synthase subunit beta"
"chromosome 1","NZ_LR027880.1",215255,215674,"+",61431506,"atpC","RIL182_RS01090","WP_006857770.1",139,"ATP synthase F1 subunit epsilon"
"chromosome 1","NZ_LR027880.1",215707,216534,"-",61431507,,"RIL182_RS01095","WP_015559370.1",275,"helix-turn-helix domain-containing protein"
"chromosome 1","NZ_LR027880.1",216445,216669,"+",61435375,,"RIL182_RS21050","WP_006857803.1",74,"hypothetical protein"
