#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NZ_CP024160.1",37099,37836,"+",66615658,"tsaA","CSV91_RS00190","WP_232049514.1",245,"tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO"
"chromosome","NZ_CP024160.1",37949,39163,"+",66615659,,"CSV91_RS00195","WP_099431334.1",404,"aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme"
"chromosome","NZ_CP024160.1",39308,40177,"+",66615660,,"CSV91_RS00200","WP_099431335.1",289,"ABC transporter substrate-binding protein"
"chromosome","NZ_CP024160.1",40174,42366,"+",66615661,,"CSV91_RS00205","WP_099431336.1",730,"response regulator"
"chromosome","NZ_CP024160.1",42436,42915,"-",66615662,,"CSV91_RS00210","WP_099431337.1",159,"pyridoxamine 5\\'-phosphate oxidase family protein"
"chromosome","NZ_CP024160.1",42958,45762,"-",66615663,,"CSV91_RS00215","WP_172622412.1",934,"transporter substrate-binding domain-containing protein"
"chromosome","NZ_CP024160.1",45960,46385,"+",66615664,,"CSV91_RS00220","WP_099431339.1",141,"potassium channel family protein"
"chromosome","NZ_CP024160.1",46421,46954,"+",66615665,,"CSV91_RS00225","WP_099431340.1",177,"TIGR00730 family Rossman fold protein"
"chromosome","NZ_CP024160.1",47080,48384,"+",66615666,,"CSV91_RS00230","WP_099431341.1",434,"chloride channel protein"
"chromosome","NZ_CP024160.1",48467,49204,"-",66615667,,"CSV91_RS00235","WP_099431342.1",245,"class I SAM-dependent methyltransferase"
"chromosome","NZ_CP024160.1",49483,50181,"-",66615668,,"CSV91_RS00240","WP_099431343.1",232,"ABC-2 transporter permease"
"chromosome","NZ_CP024160.1",50178,51059,"-",66615669,,"CSV91_RS00245","WP_099431344.1",293,"ABC transporter ATP-binding protein"
"chromosome","NZ_CP024160.1",51083,51463,"-",66615670,,"CSV91_RS00250","WP_099431345.1",126,"GntR family transcriptional regulator"
"chromosome","NZ_CP024160.1",51679,53292,"+",66615671,,"CSV91_RS00255","WP_055252215.1",537,"MULTISPECIES: peptide chain release factor 3"
"chromosome","NZ_CP024160.1",53449,54171,"+",66615672,,"CSV91_RS00260","WP_226812554.1",240,"MULTISPECIES: VUT family protein"
"chromosome","NZ_CP024160.1",54181,54861,"+",66615673,,"CSV91_RS00265","WP_099431346.1",226,"SDR family oxidoreductase"
"chromosome","NZ_CP024160.1",54913,55638,"-",66615674,,"CSV91_RS00270","WP_099431347.1",241,"uracil-DNA glycosylase"
"chromosome","NZ_CP024160.1",55727,56629,"-",66615675,,"CSV91_RS00275","WP_099431348.1",300,"DMT family transporter"
"chromosome","NZ_CP024160.1",56788,57654,"+",66615676,,"CSV91_RS00280","WP_099431349.1",288,"LysR family transcriptional regulator"
"chromosome","NZ_CP024160.1",57682,59064,"-",66615677,,"CSV91_RS00285","WP_099431350.1",460,"MATE family efflux transporter"
"chromosome","NZ_CP024160.1",59256,60071,"+",66615678,,"CSV91_RS00290","WP_099431351.1",271,"methyltransferase domain-containing protein"
"chromosome","NZ_CP024160.1",60200,60601,"-",66615679,,"CSV91_RS00295","WP_099431352.1",133,"hypothetical protein"
"chromosome","NZ_CP024160.1",61036,61740,"+",66615680,,"CSV91_RS00300","WP_099431353.1",234,"class I SAM-dependent methyltransferase"
"chromosome","NZ_CP024160.1",61789,62085,"-",66615681,,"CSV91_RS00305","WP_055310006.1",98,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP024160.1",62163,62651,"+",66615682,,"CSV91_RS00310","WP_099431354.1",162,"hypothetical protein"
"chromosome","NZ_CP024160.1",62957,64960,"+",66615683,,"CSV91_RS00315","WP_099431355.1",667,"TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein"
"chromosome","NZ_CP024160.1",65054,66172,"+",66615684,,"CSV91_RS00320","WP_099431356.1",372,"ATP-binding protein"
"chromosome","NZ_CP024160.1",66226,66780,"+",66615685,,"CSV91_RS00325","WP_099431357.1",184,"GNAT family N-acetyltransferase"
"chromosome","NZ_CP024160.1",66833,69325,"+",66615686,,"CSV91_RS00330","WP_099431358.1",830,"excinuclease ABC subunit A"
"chromosome","NZ_CP024160.1",69355,69954,"-",66615687,,"CSV91_RS00335","WP_099431359.1",199,"tRNA (cytidine(34)-2\\'-O)-methyltransferase"
"chromosome","NZ_CP024160.1",70055,71185,"-",66615688,,"CSV91_RS00340","WP_099431360.1",376,"GTP-binding protein"
"chromosome","NZ_CP024160.1",71272,71613,"-",66615689,,"CSV91_RS00345","WP_055252194.1",113,"MULTISPECIES: ArsC family transcriptional regulator"
"chromosome","NZ_CP024160.1",71630,72253,"-",66615690,,"CSV91_RS00350","WP_099431361.1",207,"flavodoxin family protein"
"chromosome","NZ_CP024160.1",72588,72908,"+",66615691,,"CSV91_RS00355","WP_055252192.1",106,"MULTISPECIES: DUF3784 domain-containing protein"
"chromosome","NZ_CP024160.1",73193,74722,"-",66615692,,"CSV91_RS00360","WP_099431362.1",509,"diguanylate cyclase"
"chromosome","NZ_CP024160.1",74850,77567,"-",66615693,,"CSV91_RS00365","WP_099431363.1",905,"EAL domain-containing protein"
"chromosome","NZ_CP024160.1",77892,78761,"+",66615694,,"CSV91_RS00370","WP_099431364.1",289,"patatin family protein"
"chromosome","NZ_CP024160.1",78863,79558,"-",66615695,,"CSV91_RS00375","WP_099431365.1",231,"thiamine phosphate synthase"
"chromosome","NZ_CP024160.1",79555,79896,"-",66615696,,"CSV91_RS00380","WP_232049515.1",113,"thiamine-binding protein"
"chromosome","NZ_CP024160.1",79900,80739,"-",66615697,"thiM","CSV91_RS00385","WP_099431366.1",279,"hydroxyethylthiazole kinase"
"chromosome","NZ_CP024160.1",81064,81972,"+",66615698,,"CSV91_RS00390","WP_099431367.1",302,"Cof-type HAD-IIB family hydrolase"
"chromosome","NZ_CP024160.1",81983,82879,"+",66615699,,"CSV91_RS00395","WP_099431368.1",298,"LysR family transcriptional regulator"
"chromosome","NZ_CP024160.1",83035,84168,"+",66615700,,"CSV91_RS00400","WP_232049516.1",377,"5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase"
"chromosome","NZ_CP024160.1",84291,85625,"+",66615701,,"CSV91_RS00405","WP_099431369.1",444,"uracil-xanthine permease family protein"
"chromosome","NZ_CP024160.1",85686,86273,"-",66615702,,"CSV91_RS00410","WP_099431370.1",195,"alpha/beta hydrolase-fold protein"
"chromosome","NZ_CP024160.1",86558,88333,"-",66615703,,"CSV91_RS00415","WP_157757962.1",591,"carbohydrate-binding domain-containing protein"
"chromosome","NZ_CP024160.1",88541,89854,"-",66615704,,"CSV91_RS00420","WP_099431372.1",437,"MULTISPECIES: NCS2 family permease"
"chromosome","NZ_CP024160.1",90048,90467,"+",66615705,,"CSV91_RS00425","WP_099431373.1",139,"peptide deformylase"
"chromosome","NZ_CP024160.1",90599,91564,"+",66615706,"bsh","CSV91_RS00430","WP_099431374.1",321,"choloylglycine hydrolase"
"chromosome","NZ_CP024160.1",91644,93794,"-",66615707,,"CSV91_RS00435","WP_232049612.1",716,"KUP/HAK/KT family potassium transporter"
"chromosome","NZ_CP024160.1",94102,95013,"-",66615708,,"CSV91_RS00440","WP_099431376.1",303,"DMT family transporter"
"chromosome","NZ_CP024160.1",95132,95989,"+",66615709,,"CSV91_RS00445","WP_099431377.1",285,"LysR family transcriptional regulator"
"chromosome","NZ_CP024160.1",96455,97672,"+",66615710,,"CSV91_RS00450","WP_055250745.1",405,"MULTISPECIES: aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme"
"chromosome","NZ_CP024160.1",97748,98158,"-",66615711,,"CSV91_RS00455","WP_099431378.1",136,"peptide deformylase"
"chromosome","NZ_CP024160.1",98373,99266,"+",66615712,,"CSV91_RS00460","WP_099431379.1",297,"hypothetical protein"
"chromosome","NZ_CP024160.1",99620,100207,"-",66615713,"pdxT","CSV91_RS00465","WP_099431380.1",195,"pyridoxal 5\\'-phosphate synthase glutaminase subunit PdxT"
"chromosome","NZ_CP024160.1",100228,101118,"-",66615714,"pdxS","CSV91_RS00470","WP_099431381.1",296,"pyridoxal 5\\'-phosphate synthase lyase subunit PdxS"
"chromosome","NZ_CP024160.1",101264,102679,"+",66615715,,"CSV91_RS00475","WP_099431382.1",471,"PLP-dependent aminotransferase family protein"
"chromosome","NZ_CP024160.1",102751,103314,"-",66615716,,"CSV91_RS00480","WP_070097113.1",187,"MULTISPECIES: reverse rubrerythrin"
"chromosome","NZ_CP024160.1",103568,104788,"+",66615717,,"CSV91_RS00485","WP_099431383.1",406,"iron-containing alcohol dehydrogenase"
"chromosome","NZ_CP024160.1",104797,106176,"+",66615718,,"CSV91_RS00490","WP_099431384.1",459,"aldehyde dehydrogenase"
"chromosome","NZ_CP024160.1",106441,106620,"+",66615719,,"CSV91_RS00495","WP_099431385.1",59,"hypothetical protein"
"chromosome","NZ_CP024160.1",106698,107243,"+",66615720,,"CSV91_RS00500","WP_232049517.1",181,"metallophosphoesterase family protein"
"chromosome","NZ_CP024160.1",107309,108073,"+",66615721,,"CSV91_RS00505","WP_099431387.1",254,"ChbG/HpnK family deacetylase"
"chromosome","NZ_CP024160.1",108213,109970,"+",66615722,,"CSV91_RS00510","WP_099431388.1",585,"DUF2130 domain-containing protein"
"chromosome","NZ_CP024160.1",110050,112731,"-",66615723,,"CSV91_RS00515","WP_099431389.1",893,"DEAD/DEAH box helicase"
"chromosome","NZ_CP024160.1",113042,113881,"-",66615724,,"CSV91_RS00520","WP_099431390.1",279,"methyltransferase"
"chromosome","NZ_CP024160.1",113995,114867,"-",66615725,,"CSV91_RS00525","WP_099431391.1",290,"hypothetical protein"
"chromosome","NZ_CP024160.1",115135,115857,"+",66615726,,"CSV91_RS00530","WP_099431392.1",240,"helix-turn-helix domain-containing protein"
"chromosome","NZ_CP024160.1",115857,116753,"+",66615727,,"CSV91_RS00535","WP_157757963.1",298,"DUF4097 family beta strand repeat-containing protein"
"chromosome","NZ_CP024160.1",116851,118758,"+",66615728,,"CSV91_RS00540","WP_099431394.1",635,"tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3"
"chromosome","NZ_CP024160.1",118759,119637,"+",66615729,,"CSV91_RS00545","WP_099431395.1",292,"fused MFS/spermidine synthase"
"chromosome","NZ_CP024160.1",119664,122108,"-",66615730,,"CSV91_RS00550","WP_099431396.1",814,"DEAD/DEAH box helicase"
"chromosome","NZ_CP024160.1",122225,123529,"-",66615731,,"CSV91_RS00555","WP_099431397.1",434,"ATP-binding protein"
"chromosome","NZ_CP024160.1",123522,125273,"-",66615732,,"CSV91_RS00560","WP_232049518.1",583,"TerB N-terminal domain-containing protein"
"chromosome","NZ_CP024160.1",125361,126077,"-",66615733,,"CSV91_RS00565","WP_172622415.1",238,"MULTISPECIES: DUF554 domain-containing protein"
"chromosome","NZ_CP024160.1",126196,127626,"-",66615734,,"CSV91_RS00570","WP_099431398.1",476,"hypothetical protein"
"chromosome","NZ_CP024160.1",127645,127926,"-",66615735,,"CSV91_RS00575","WP_099431399.1",93,"hypothetical protein"
"chromosome","NZ_CP024160.1",127910,128509,"-",66615736,,"CSV91_RS00580","WP_099431400.1",199,"hypothetical protein"
"chromosome","NZ_CP024160.1",128600,129109,"-",66615737,,"CSV91_RS00585","WP_099431401.1",169,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP024160.1",129106,129402,"-",66615738,,"CSV91_RS00590","WP_089573322.1",98,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP024160.1",129749,131350,"+",66615739,,"CSV91_RS00595","WP_099431402.1",533,"FAD-binding oxidoreductase"
"chromosome","NZ_CP024160.1",131353,132168,"+",66615740,,"CSV91_RS00600","WP_099432744.1",271,"electron transfer flavoprotein subunit beta/FixA family protein"
"chromosome","NZ_CP024160.1",132169,133374,"+",66615741,,"CSV91_RS00605","WP_099431403.1",401,"electron transfer flavoprotein subunit alpha"
"chromosome","NZ_CP024160.1",133371,134183,"-",66615742,,"CSV91_RS00610","WP_099431404.1",270,"HD domain-containing protein"
"chromosome","NZ_CP024160.1",134388,135002,"+",66615743,,"CSV91_RS00615","WP_232049519.1",204,"MULTISPECIES: AzlC family ABC transporter permease"
"chromosome","NZ_CP024160.1",134992,135315,"+",66615744,,"CSV91_RS00620","WP_099431405.1",107,"AzlD domain-containing protein"
"chromosome","NZ_CP024160.1",135456,136478,"+",66615745,,"CSV91_RS00625","WP_099431406.1",340,"2-keto-3-deoxygluconate permease"
"chromosome","NZ_CP024160.1",136669,137811,"+",66615746,,"CSV91_RS00630","WP_172622416.1",380,"GGDEF domain-containing protein"
"chromosome","NZ_CP024160.1",137912,138847,"-",66615747,,"CSV91_RS00635","WP_099431408.1",311,"DMT family transporter"
"chromosome","NZ_CP024160.1",138947,142693,"-",66615748,,"CSV91_RS00640","WP_099431409.1",1248,"phosphoribosylformylglycinamidine synthase"
"chromosome","NZ_CP024160.1",142878,144440,"+",66615749,,"CSV91_RS00645","WP_099431410.1",520,"cation:proton antiporter"
"chromosome","NZ_CP024160.1",144652,145995,"-",66615750,,"CSV91_RS00650","WP_099431411.1",447,"homoserine dehydrogenase"
"chromosome","NZ_CP024160.1",146246,147412,"+",66615751,,"CSV91_RS00655","WP_099431412.1",388,"ABC transporter substrate-binding protein"
"chromosome","NZ_CP024160.1",147684,148871,"+",66615752,,"CSV91_RS00660","WP_099431413.1",395,"ABC transporter substrate-binding protein"
"chromosome","NZ_CP024160.1",149011,149892,"+",66615753,,"CSV91_RS00665","WP_099432746.1",293,"MULTISPECIES: branched-chain amino acid ABC transporter permease"
"chromosome","NZ_CP024160.1",149902,150981,"+",66615754,,"CSV91_RS00670","WP_099432747.1",359,"branched-chain amino acid ABC transporter permease"
"chromosome","NZ_CP024160.1",150971,151831,"+",66615755,,"CSV91_RS00675","WP_055287178.1",286,"MULTISPECIES: ABC transporter ATP-binding protein"
"chromosome","NZ_CP024160.1",151832,152545,"+",66615756,,"CSV91_RS00680","WP_006234438.1",237,"MULTISPECIES: ABC transporter ATP-binding protein"
"chromosome","NZ_CP024160.1",152580,152762,"+",66615757,,"CSV91_RS00685","WP_099431414.1",60,"hypothetical protein"
"chromosome","NZ_CP024160.1",152873,153550,"+",66615758,,"CSV91_RS00690","WP_099431415.1",225,"copper homeostasis protein CutC"
"chromosome","NZ_CP024160.1",153554,154351,"+",66615759,,"CSV91_RS00695","WP_099431416.1",265,"DUF4931 domain-containing protein"
"chromosome","NZ_CP024160.1",154382,155380,"-",66615760,,"CSV91_RS00700","WP_099431417.1",332,"bile acid:sodium symporter family protein"
"chromosome","NZ_CP024160.1",155657,158944,"+",66615761,"recJ","CSV91_RS00705","WP_099431418.1",1095,"single-stranded-DNA-specific exonuclease RecJ"
"chromosome","NZ_CP024160.1",158960,161320,"+",66615762,,"CSV91_RS00710","WP_099431419.1",786,"bifunctional (p)ppGpp synthetase/guanosine-3\\',5\\'-bis(diphosphate) 3\\'-pyrophosphohydrolase"
"chromosome","NZ_CP024160.1",161409,162092,"+",66615763,,"CSV91_RS00715","WP_099432748.1",227,"MBL fold metallo-hydrolase"
"chromosome","NZ_CP024160.1",162287,163153,"+",66615764,"fba","CSV91_RS00720","WP_035137086.1",288,"MULTISPECIES: class II fructose-1,6-bisphosphate aldolase"
"chromosome","NZ_CP024160.1",163506,164939,"+",66615765,,"CSV91_RS00725","WP_099431420.1",477,"transglutaminase-like domain-containing protein"
"chromosome","NZ_CP024160.1",165497,166066,"+",66615767,"infC","CSV91_RS00735","WP_089573296.1",189,"MULTISPECIES: translation initiation factor IF-3"
"chromosome","NZ_CP024160.1",166099,166290,"+",66615768,"rpmI","CSV91_RS00740","WP_006234422.1",63,"MULTISPECIES: 50S ribosomal protein L35"
"chromosome","NZ_CP024160.1",166336,166695,"+",66615769,"rplT","CSV91_RS00745","WP_006234421.1",119,"MULTISPECIES: 50S ribosomal protein L20"
"chromosome","NZ_CP024160.1",172567,173208,"+",66615773,"coaE","CSV91_RS00765","WP_099431421.1",213,"dephospho-CoA kinase"
"chromosome","NZ_CP024160.1",173201,173782,"+",66615774,,"CSV91_RS00770","WP_099431422.1",193,"MULTISPECIES: lytic transglycosylase domain-containing protein"
"chromosome","NZ_CP024160.1",173834,176074,"+",66615775,"uvrB","CSV91_RS00775","WP_099431423.1",746,"excinuclease ABC subunit UvrB"
"chromosome","NZ_CP024160.1",176140,177780,"-",66615776,,"CSV91_RS00780","WP_099431424.1",546,"FAD-binding protein"
"chromosome","NZ_CP024160.1",177861,179132,"-",66615777,,"CSV91_RS00785","WP_099431425.1",423,"NAD(P)/FAD-dependent oxidoreductase"
"chromosome","NZ_CP024160.1",179133,179963,"-",66615778,,"CSV91_RS00790","WP_022094864.1",276,"MULTISPECIES: Mrp/NBP35 family ATP-binding protein"
"chromosome","NZ_CP024160.1",180109,182262,"-",66615779,,"CSV91_RS00795","WP_157757964.1",717,"LTA synthase family protein"
"chromosome","NZ_CP024160.1",182456,185335,"+",66615780,"uvrA","CSV91_RS00800","WP_099431427.1",959,"MULTISPECIES: excinuclease ABC subunit UvrA"
"chromosome","NZ_CP024160.1",185468,185968,"+",66615781,"ybaK","CSV91_RS00805","WP_099431428.1",166,"Cys-tRNA(Pro) deacylase"
"chromosome","NZ_CP024160.1",185972,187654,"+",66615782,"murJ","CSV91_RS00810","WP_232049520.1",560,"murein biosynthesis integral membrane protein MurJ"
"chromosome","NZ_CP024160.1",187655,189601,"+",66615783,"uvrC","CSV91_RS00815","WP_099431430.1",648,"excinuclease ABC subunit UvrC"
"chromosome","NZ_CP024160.1",189967,191580,"+",66615784,,"CSV91_RS00820","WP_099431431.1",537,"ABC transporter substrate-binding protein"
"chromosome","NZ_CP024160.1",191738,192694,"+",66615785,,"CSV91_RS00825","WP_035138896.1",318,"MULTISPECIES: ABC transporter permease"
"chromosome","NZ_CP024160.1",192698,194713,"+",66615786,,"CSV91_RS00830","WP_099431432.1",671,"MULTISPECIES: dipeptide/oligopeptide/nickel ABC transporter permease/ATP-binding protein"
"chromosome","NZ_CP024160.1",194714,195541,"+",66615787,,"CSV91_RS00835","WP_006236159.1",275,"MULTISPECIES: ABC transporter ATP-binding protein"
"chromosome","NZ_CP024160.1",195673,196599,"+",66615788,,"CSV91_RS00840","WP_232049521.1",308,"acetylxylan esterase"
"chromosome","NZ_CP024160.1",196592,197443,"+",66615789,,"CSV91_RS00845","WP_099431434.1",283,"acetylxylan esterase"
"chromosome","NZ_CP024160.1",197512,198432,"+",66615790,,"CSV91_RS00850","WP_089573615.1",306,"MULTISPECIES: dihydrodipicolinate synthase family protein"
"chromosome","NZ_CP024160.1",198605,199570,"+",66615791,,"CSV91_RS00855","WP_022094876.1",321,"MULTISPECIES: ROK family protein"
"chromosome","NZ_CP024160.1",199641,200327,"+",66615792,,"CSV91_RS00860","WP_022094877.1",228,"MULTISPECIES: N-acetylmannosamine-6-phosphate 2-epimerase"
"chromosome","NZ_CP024160.1",200429,201349,"+",66615793,"rapZ","CSV91_RS00865","WP_022094878.1",306,"MULTISPECIES: RNase adapter RapZ"
"chromosome","NZ_CP024160.1",201356,202285,"+",66615794,"whiA","CSV91_RS00870","WP_099431435.1",309,"MULTISPECIES: DNA-binding protein WhiA"
"chromosome","NZ_CP024160.1",202479,203504,"+",66615795,"gap","CSV91_RS00875","WP_099431436.1",341,"MULTISPECIES: type I glyceraldehyde-3-phosphate dehydrogenase"
"chromosome","NZ_CP024160.1",203645,204835,"+",66615796,,"CSV91_RS00880","WP_099431437.1",396,"MULTISPECIES: phosphoglycerate kinase"
"chromosome","NZ_CP024160.1",204828,205595,"+",66615797,"tpiA","CSV91_RS00885","WP_099431438.1",255,"triose-phosphate isomerase"
"chromosome","NZ_CP024160.1",205601,207154,"+",66615798,"gpmI","CSV91_RS00890","WP_099431439.1",517,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
"chromosome","NZ_CP024160.1",207319,207573,"+",66615799,"secG","CSV91_RS00895","WP_006236144.1",84,"MULTISPECIES: preprotein translocase subunit SecG"
"chromosome","NZ_CP024160.1",207867,209543,"+",66615800,,"CSV91_RS00900","WP_232049522.1",558,"ABC transporter substrate-binding protein"
"chromosome","NZ_CP024160.1",209700,210737,"+",66615801,,"CSV91_RS00905","WP_099431441.1",345,"ABC transporter permease"
"chromosome","NZ_CP024160.1",210752,211687,"+",66615802,,"CSV91_RS00910","WP_055310513.1",311,"ABC transporter permease"
"chromosome","NZ_CP024160.1",211690,212781,"+",66615803,,"CSV91_RS00915","WP_022094887.1",363,"MULTISPECIES: ABC transporter ATP-binding protein"
"chromosome","NZ_CP024160.1",212782,213810,"+",66615804,,"CSV91_RS00920","WP_006236139.1",342,"MULTISPECIES: dipeptide ABC transporter ATP-binding protein"
"chromosome","NZ_CP024160.1",214557,216902,"+",66615806,,"CSV91_RS00930","WP_099431442.1",781,"SpoIIE family protein phosphatase"
"chromosome","NZ_CP024160.1",216981,217727,"+",66615807,,"CSV91_RS00935","WP_055286928.1",248,"MULTISPECIES: anti-sigma factor antagonist"
"chromosome","NZ_CP024160.1",218500,220233,"+",66615811,,"CSV91_RS00955","WP_232049523.1",577,"glycoside hydrolase family 13 protein"
"chromosome","NZ_CP024160.1",220672,221301,"+",66615814,,"CSV91_RS00970","WP_099431443.1",209,"4\\'-phosphopantetheinyl transferase superfamily protein"
"chromosome","NZ_CP024160.1",221330,221947,"+",66615815,,"CSV91_RS00975","WP_099431444.1",205,"TetR family transcriptional regulator C-terminal domain-containing protein"
"chromosome","NZ_CP024160.1",222291,223556,"+",66615816,,"CSV91_RS00980","WP_099431445.1",421,"thiolase family protein"
"chromosome","NZ_CP024160.1",223595,224017,"+",66615817,,"CSV91_RS00985","WP_099431446.1",140,"hypothetical protein"
"chromosome","NZ_CP024160.1",224122,224355,"+",66615818,,"CSV91_RS00990","WP_055251381.1",77,"MULTISPECIES: acyl carrier protein"
"chromosome","NZ_CP024160.1",224361,225368,"+",66615819,,"CSV91_RS00995","WP_099431447.1",335,"phosphate acyltransferase"
"chromosome","NZ_CP024160.1",225372,226484,"+",66615820,"buk","CSV91_RS01000","WP_099431448.1",370,"butyrate kinase"
"chromosome","NZ_CP024160.1",226559,227758,"+",66615821,,"CSV91_RS01005","WP_099431449.1",399,"MFS transporter"
"chromosome","NZ_CP024160.1",227860,228150,"+",66615822,,"CSV91_RS01010","WP_099431450.1",96,"hypothetical protein"
"chromosome","NZ_CP024160.1",228144,228326,"+",66615823,,"CSV91_RS01015","WP_099431451.1",60,"hypothetical protein"
"chromosome","NZ_CP024160.1",228895,231117,"+",66615824,"nrdD","CSV91_RS01020","WP_099431452.1",740,"MULTISPECIES: anaerobic ribonucleoside-triphosphate reductase"
"chromosome","NZ_CP024160.1",231544,232125,"+",66615825,"nrdG","CSV91_RS01025","WP_099431453.1",193,"anaerobic ribonucleoside-triphosphate reductase activating protein"
"chromosome","NZ_CP024160.1",232192,232749,"+",66615826,"folE","CSV91_RS01030","WP_099431454.1",185,"GTP cyclohydrolase I FolE"
