#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","NZ_CABKOD010000037.1",13101,14039,"+",,,"FXY00_RS00305","WP_147588965.1",312,"hypothetical protein"
"Un","NZ_CABKOD010000037.1",14443,15237,"-",,"truA","FXY00_RS00310","WP_006009066.1",264,"tRNA pseudouridine(38-40) synthase TruA"
"Un","NZ_CABKOD010000037.1",15562,16353,"-",,"thiD","FXY00_RS00315","WP_040370139.1",263,"bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase"
"Un","NZ_CABKOD010000037.1",16544,17977,"-",,,"FXY00_RS00320","WP_006009070.1",477,"carbon starvation protein A"
"Un","NZ_CABKOD010000037.1",18414,19693,"+",,,"FXY00_RS12875","WP_006009073.1",427,"hypothetical protein, partial"
"Un","NZ_CABKOD010000037.1",20516,21190,"+",,,"FXY00_RS00330","WP_006009076.1",224,"hypothetical protein"
"Un","NZ_CABKOD010000037.1",21261,22252,"-",,,"FXY00_RS00335","WP_006009077.1",329,"autotransporter outer membrane beta-barrel domain-containing protein, partial"
"Un","NZ_CABKOD010000037.1",22611,24840,"-",,,"FXY00_RS00340","WP_040370141.1",743,"carbohydrate-binding domain-containing protein, partial"
"Un","NZ_CABKOD010000037.1",25745,26974,"-",,,"FXY00_RS00345","WP_006009081.1",409,"MFS transporter"
"Un","NZ_CABKOD010000037.1",27149,29719,"-",,,"FXY00_RS00350","WP_147588968.1",856,"PEP-utilizing enzyme"
"Un","NZ_CABKOD010000037.1",29872,32439,"-",,,"FXY00_RS00355","WP_006009085.1",855,"sigma 54-interacting transcriptional regulator"
"Un","NZ_CABKOD010000037.1",32670,32975,"+",,,"FXY00_RS00360","WP_006009087.1",101,"hypothetical protein"
"Un","NZ_CABKOD010000037.1",32994,34049,"+",,,"FXY00_RS00365","WP_006009089.1",351,"sulfite exporter TauE/SafE family protein"
"Un","NZ_CABKOD010000037.1",34061,34651,"+",,,"FXY00_RS00370","WP_006009090.1",196,"DUF4881 domain-containing protein"
"Un","NZ_CABKOD010000037.1",34782,35096,"+",,,"FXY00_RS00375","WP_040370144.1",104,"hypothetical protein"
"Un","NZ_CABKOD010000037.1",35207,36049,"+",,,"FXY00_RS00380","WP_006009094.1",280,"hypothetical protein"
"Un","NZ_CABKOD010000037.1",36377,36889,"+",,,"FXY00_RS00385","WP_040370146.1",170,"YchJ family protein"
"Un","NZ_CABKOD010000037.1",36902,37255,"+",,,"FXY00_RS00390","WP_040370148.1",117,"hypothetical protein"
"Un","NZ_CABKOD010000037.1",37339,38679,"+",,,"FXY00_RS00395","WP_006009099.1",446,"hypothetical protein"
"Un","NZ_CABKOD010000037.1",38752,40344,"+",,,"FXY00_RS00400","WP_006009101.1",530,"ATP-binding protein"
"Un","NZ_CABKOD010000037.1",40523,41902,"+",,,"FXY00_RS00405","WP_040370150.1",459,"sigma-54 dependent transcriptional regulator"
"Un","NZ_CABKOD010000037.1",42653,43450,"-",,,"FXY00_RS00415","WP_006009109.1",265,"amidohydrolase family protein"
"Un","NZ_CABKOD010000037.1",43608,44570,"-",,,"FXY00_RS00420","WP_006009111.1",320,"D-2-hydroxyacid dehydrogenase"
"Un","NZ_CABKOD010000037.1",44783,45250,"-",,"pal","FXY00_RS00425","WP_006009112.1",155,"peptidoglycan-associated lipoprotein Pal"
"Un","NZ_CABKOD010000037.1",45465,46778,"-",,,"FXY00_RS00430","WP_006009114.1",437,"PD40 domain-containing protein"
"Un","NZ_CABKOD010000037.1",46804,47607,"-",,,"FXY00_RS00435","WP_006009116.1",267,"TonB family protein"
"Un","NZ_CABKOD010000037.1",47772,48767,"-",,"tolA","FXY00_RS00440","WP_006009118.1",331,"cell envelope integrity protein TolA"
"Un","NZ_CABKOD010000037.1",48774,49229,"-",,,"FXY00_RS00445","WP_006009120.1",151,"ExbD/TolR family protein"
"Un","NZ_CABKOD010000037.1",49231,49926,"-",,,"FXY00_RS00450","WP_006009122.1",231,"MotA/TolQ/ExbB proton channel family protein"
"Un","NZ_CABKOD010000037.1",50169,52082,"-",,,"FXY00_RS00455","WP_006009125.1",637,"sigma 54-interacting transcriptional regulator"
"Un","NZ_CABKOD010000037.1",52432,53910,"-",,,"FXY00_RS00460","WP_006009129.1",492,"SLC13 family permease"
"Un","NZ_CABKOD010000037.1",54009,55163,"-",,,"FXY00_RS00465","WP_006009132.1",384,"sulfotransferase"
"Un","NZ_CABKOD010000037.1",55211,55960,"-",,,"FXY00_RS00470","WP_006009134.1",249,"sulfite exporter TauE/SafE family protein"
"Un","NZ_CABKOD010000037.1",56205,57686,"+",,,"FXY00_RS00475","WP_246118329.1",493,"TolC family protein"
"Un","NZ_CABKOD010000037.1",57697,59361,"+",,,"FXY00_RS00480","WP_006009140.1",554,"ribonuclease J"
"Un","NZ_CABKOD010000037.1",59711,60871,"+",,"hflK","FXY00_RS00485","WP_006009144.1",386,"FtsH protease activity modulator HflK"
"Un","NZ_CABKOD010000037.1",60871,61719,"+",,,"FXY00_RS00490","WP_006009145.1",282,"protease modulator HflC"
"Un","NZ_CABKOD010000037.1",61727,62416,"+",,,"FXY00_RS00495","WP_006009147.1",229,"helix-turn-helix domain-containing protein"
"Un","NZ_CABKOD010000037.1",62418,63515,"+",,,"FXY00_RS00500","WP_006009149.1",365,"lytic murein transglycosylase"
"Un","NZ_CABKOD010000037.1",63803,65332,"+",,,"FXY00_RS00505","WP_006009151.1",509,"DUF697 domain-containing protein"
"Un","NZ_CABKOD010000037.1",65487,67073,"+",,"hcp","FXY00_RS00510","WP_006009153.1",528,"hydroxylamine reductase"
"Un","NZ_CABKOD010000037.1",67202,67912,"+",,,"FXY00_RS00515","WP_006009155.1",236,"Crp/Fnr family transcriptional regulator"
"Un","NZ_CABKOD010000037.1",68102,68704,"+",,,"FXY00_RS00520","WP_006009159.1",200,"hypothetical protein"
"Un","NZ_CABKOD010000037.1",68746,69225,"+",,,"FXY00_RS00525","WP_006009161.1",159,"pyridoxamine 5\\'-phosphate oxidase family protein"
"Un","NZ_CABKOD010000037.1",69435,69878,"+",,,"FXY00_RS00530","WP_040370153.1",147,"universal stress protein"
"Un","NZ_CABKOD010000037.1",69963,71102,"+",,"hisC","FXY00_RS00535","WP_006009168.1",379,"histidinol-phosphate transaminase"
"Un","NZ_CABKOD010000037.1",71099,71791,"+",,"cmk","FXY00_RS00540","WP_006009170.1",230,"(d)CMP kinase"
"Un","NZ_CABKOD010000037.1",72156,72980,"-",,"pstA","FXY00_RS00545","WP_040370191.1",274,"phosphate ABC transporter permease PstA"
"Un","NZ_CABKOD010000037.1",73043,73930,"-",,"pstC","FXY00_RS00550","WP_006009173.1",295,"phosphate ABC transporter permease subunit PstC"
"Un","NZ_CABKOD010000037.1",74118,74933,"-",,,"FXY00_RS00555","WP_006009174.1",271,"PstS family phosphate ABC transporter substrate-binding protein"
"Un","NZ_CABKOD010000037.1",75154,75828,"+",,,"FXY00_RS00560","WP_006009175.1",224,"response regulator"
"Un","NZ_CABKOD010000037.1",75839,77632,"+",,,"FXY00_RS00565","WP_147588969.1",597,"ATP-binding protein"
"Un","NZ_CABKOD010000037.1",77635,78390,"+",,"pstB","FXY00_RS00570","WP_006009177.1",251,"phosphate ABC transporter ATP-binding protein PstB"
"Un","NZ_CABKOD010000037.1",78390,79073,"+",,,"FXY00_RS00575","WP_006009178.1",227,"PhoU family transcriptional regulator"
"Un","NZ_CABKOD010000037.1",80034,82310,"-",,,"FXY00_RS00580","WP_006009180.1",758,"inorganic phosphate transporter"
"Un","NZ_CABKOD010000037.1",82511,83341,"-",,,"FXY00_RS00585","WP_006009181.1",276,"glycosyltransferase family 2 protein"
"Un","NZ_CABKOD010000037.1",83355,84404,"-",,,"FXY00_RS00590","WP_006009182.1",349,"glycosyltransferase"
"Un","NZ_CABKOD010000037.1",84409,85401,"-",,,"FXY00_RS00595","WP_006009183.1",330,"glycosyltransferase"
"Un","NZ_CABKOD010000037.1",85398,86324,"-",,,"FXY00_RS00600","WP_006009184.1",308,"glycosyltransferase family 2 protein"
"Un","NZ_CABKOD010000037.1",86365,87360,"-",,,"FXY00_RS00605","WP_006009186.1",331,"polysaccharide pyruvyl transferase family protein"
"Un","NZ_CABKOD010000037.1",87357,89180,"-",,,"FXY00_RS00610","WP_006009187.1",607,"ABC transporter ATP-binding protein/permease"
"Un","NZ_CABKOD010000037.1",89925,90587,"+",,,"FXY00_RS00620","WP_006009191.1",220,"RlmE family RNA methyltransferase"
"Un","NZ_CABKOD010000037.1",90759,91496,"+",,,"FXY00_RS00625","WP_040370160.1",245,"YebC/PmpR family DNA-binding transcriptional regulator"
"Un","NZ_CABKOD010000037.1",91587,92099,"+",,"ruvC","FXY00_RS00630","WP_006009195.1",170,"crossover junction endodeoxyribonuclease RuvC"
"Un","NZ_CABKOD010000037.1",92435,93031,"-",,,"FXY00_RS00635","WP_006009198.1",198,"peptidylprolyl isomerase"
"Un","NZ_CABKOD010000037.1",93226,93924,"+",,,"FXY00_RS00640","WP_006009200.1",232,"Bax inhibitor-1/YccA family protein"
"Un","NZ_CABKOD010000037.1",94203,96614,"+",,"rnr","FXY00_RS00645","WP_006009204.1",803,"ribonuclease R"
"Un","NZ_CABKOD010000037.1",98068,98517,"+",,,"FXY00_RS00655","WP_147588971.1",149,"hypothetical protein"
"Un","NZ_CABKOD010000037.1",98667,99830,"-",,,"FXY00_RS00660","WP_006009212.1",387,"tRNA-specific 2-thiouridylase"
"Un","NZ_CABKOD010000037.1",99932,100654,"-",,,"FXY00_RS00665","WP_187119491.1",240,"amino acid ABC transporter ATP-binding protein"
"Un","NZ_CABKOD010000037.1",100665,101465,"-",,,"FXY00_RS00670","WP_006009216.1",266,"amino acid ABC transporter permease"
"Un","NZ_CABKOD010000037.1",101570,102310,"-",,,"FXY00_RS00675","WP_006009221.1",246,"basic amino acid ABC transporter substrate-binding protein"
"Un","NZ_CABKOD010000037.1",102558,103298,"-",,,"FXY00_RS00680","WP_006009227.1",246,"basic amino acid ABC transporter substrate-binding protein"
"Un","NZ_CABKOD010000037.1",103521,104261,"-",,,"FXY00_RS00685","WP_006009232.1",246,"basic amino acid ABC transporter substrate-binding protein"
"Un","NZ_CABKOD010000037.1",104372,105061,"-",,,"FXY00_RS00690","WP_006009235.1",229,"NYN domain-containing protein"
"Un","NZ_CABKOD010000037.1",105225,106337,"+",,,"FXY00_RS00695","WP_006009237.1",370,"O-antigen ligase family protein"
"Un","NZ_CABKOD010000037.1",106523,107110,"+",,,"FXY00_RS00700","WP_006009240.1",195,"GNAT family N-acetyltransferase"
"Un","NZ_CABKOD010000037.1",107463,110393,"-",,"uvrA","FXY00_RS00705","WP_006009243.1",976,"excinuclease ABC subunit UvrA"
"Un","NZ_CABKOD010000037.1",110542,111180,"+",,,"FXY00_RS00710","WP_006009247.1",212,"hypothetical protein"
"Un","NZ_CABKOD010000037.1",111235,111825,"-",,,"FXY00_RS00715","WP_006009249.1",196,"tRNA methyltransferase"
"Un","NZ_CABKOD010000037.1",111922,112512,"+",,"speG","FXY00_RS00720","WP_006009251.1",196,"spermidine N1-acetyltransferase"
"Un","NZ_CABKOD010000037.1",112660,114087,"+",,,"FXY00_RS00725","WP_006009253.1",475,"sodium:proton antiporter"
"Un","NZ_CABKOD010000037.1",114451,115764,"+",,,"FXY00_RS00730","WP_006009257.1",437,"S41 family peptidase"
"Un","NZ_CABKOD010000037.1",115791,117059,"+",,,"FXY00_RS00735","WP_006009259.1",422,"divergent polysaccharide deacetylase family protein"
"Un","NZ_CABKOD010000037.1",117126,117926,"+",,"proC","FXY00_RS00740","WP_006009261.1",266,"pyrroline-5-carboxylate reductase"
"Un","NZ_CABKOD010000037.1",118356,118997,"+",,,"FXY00_RS00745","WP_147588972.1",213,"hypothetical protein"
"Un","NZ_CABKOD010000037.1",119076,119861,"-",,,"FXY00_RS00750","WP_006009264.1",261,"AMIN domain-containing protein"
"Un","NZ_CABKOD010000037.1",120099,120464,"+",,,"FXY00_RS00755","WP_246118330.1",121,"hydrogenase maturation nickel metallochaperone HypA"
"Un","NZ_CABKOD010000037.1",120535,121188,"+",,"hypB","FXY00_RS00760","WP_006009267.1",217,"hydrogenase nickel incorporation protein HypB"
"Un","NZ_CABKOD010000037.1",121491,122690,"+",,,"FXY00_RS00765","WP_006009270.1",399,"MFS transporter"
"Un","NZ_CABKOD010000037.1",122882,123865,"-",,,"FXY00_RS00770","WP_040370161.1",327,"hypothetical protein"
"Un","NZ_CABKOD010000037.1",124125,124865,"+",,,"FXY00_RS00775","WP_006009274.1",246,"SPOR domain-containing protein"
"Un","NZ_CABKOD010000037.1",125170,126612,"+",,,"FXY00_RS00780","WP_006009278.1",480,"4Fe-4S dicluster domain-containing protein"
"Un","NZ_CABKOD010000037.1",126907,128325,"+",,"hydG","FXY00_RS00785","WP_006009282.1",472,"[FeFe] hydrogenase H-cluster radical SAM maturase HydG [Desulfovibrio piger]"
"Un","NZ_CABKOD010000037.1",128464,129501,"+",,"hydE","FXY00_RS00790","WP_006009284.1",345,"[FeFe] hydrogenase H-cluster radical SAM maturase HydE [Desulfovibrio piger]"
"Un","NZ_CABKOD010000037.1",129766,131010,"+",,"hydF","FXY00_RS00795","WP_040370162.1",414,"[FeFe] hydrogenase H-cluster maturation GTPase HydF [Desulfovibrio piger]"
"Un","NZ_CABKOD010000037.1",132122,133099,"+",,,"FXY00_RS00800","WP_040370163.1",325,"efflux RND transporter periplasmic adaptor subunit"
"Un","NZ_CABKOD010000037.1",133099,134997,"+",,,"FXY00_RS00805","WP_006009297.1",632,"ATP-binding cassette domain-containing protein"
"Un","NZ_CABKOD010000037.1",135193,136332,"+",,,"FXY00_RS00810","WP_006009299.1",379,"ABC transporter permease subunit"
"Un","NZ_CABKOD010000037.1",136332,137471,"+",,,"FXY00_RS00815","WP_006009301.1",379,"ABC transporter permease"
"Un","NZ_CABKOD010000037.1",137493,138215,"-",,,"FXY00_RS00820","WP_006009303.1",240,"potassium channel family protein"
"Un","NZ_CABKOD010000037.1",138556,138948,"+",,,"FXY00_RS00825","WP_006009305.1",130,"CrcB family protein"
"Un","NZ_CABKOD010000037.1",138961,139884,"-",,,"FXY00_RS00830","WP_040370206.1",307,"LysR family transcriptional regulator"
"Un","NZ_CABKOD010000037.1",140077,140394,"-",,,"FXY00_RS00835","WP_006009311.1",105,"multidrug efflux SMR transporter"
"Un","NZ_CABKOD010000037.1",140621,141244,"-",,,"FXY00_RS00840","WP_006009315.1",207,"flavodoxin family protein"
"Un","NZ_CABKOD010000037.1",141540,142409,"-",,,"FXY00_RS00845","WP_006009317.1",289,"DMT family transporter"
"Un","NZ_CABKOD010000037.1",142912,144276,"-",,,"FXY00_RS00850","WP_006009322.1",454,"phosphomannomutase/phosphoglucomutase"
"Un","NZ_CABKOD010000037.1",144398,145090,"-",,,"FXY00_RS00855","WP_006009324.1",230,"phenylalanine--tRNA ligase beta subunit-related protein"
"Un","NZ_CABKOD010000037.1",145598,146422,"-",,,"FXY00_RS00860","WP_006009328.1",274,"metallophosphoesterase"
"Un","NZ_CABKOD010000037.1",146442,147767,"-",,,"FXY00_RS00865","WP_006009329.1",441,"MHS family MFS transporter"
"Un","NZ_CABKOD010000037.1",147766,147924,"+",,,"FXY00_RS12885","WP_006009330.1",52,"hypothetical protein"
"Un","NZ_CABKOD010000037.1",148043,149155,"+",,,"FXY00_RS00870","WP_006009332.1",370,"LacI family transcriptional regulator"
"Un","NZ_CABKOD010000037.1",149251,150750,"+",,,"FXY00_RS00875","WP_006009334.1",499,"outer membrane homotrimeric porin"
"Un","NZ_CABKOD010000037.1",151005,151562,"-",,,"FXY00_RS00880","WP_006009336.1",185,"Fe-S-containing hydro-lyase"
"Un","NZ_CABKOD010000037.1",151572,152417,"-",,,"FXY00_RS00885","WP_006009337.1",281,"fumarate hydratase"
"Un","NZ_CABKOD010000037.1",152683,153909,"-",,"trpB","FXY00_RS00890","WP_006009340.1",408,"tryptophan synthase subunit beta"
"Un","NZ_CABKOD010000037.1",154104,154901,"+",,"thyX","FXY00_RS00895","WP_006009344.1",265,"FAD-dependent thymidylate synthase"
"Un","NZ_CABKOD010000037.1",154968,155147,"-",,,"FXY00_RS00900","WP_040370166.1",59,"hypothetical protein"
"Un","NZ_CABKOD010000037.1",155278,155736,"-",,,"FXY00_RS00905","WP_006009348.1",152,"transcriptional repressor"
"Un","NZ_CABKOD010000037.1",155987,156901,"+",,,"FXY00_RS00910","WP_006009352.1",304,"EamA family transporter"
"Un","NZ_CABKOD010000038.1",411,1046,"+",,,"FXY00_RS00915","WP_006008564.1",211,"GNAT family N-acetyltransferase"
"Un","NZ_CABKOD010000038.1",1290,2687,"-",,"gltX","FXY00_RS00920","WP_040369993.1",465,"glutamate--tRNA ligase"
"Un","NZ_CABKOD010000038.1",2925,3704,"+",,"argB","FXY00_RS00925","WP_006008566.1",259,"acetylglutamate kinase"
"Un","NZ_CABKOD010000038.1",3862,4941,"+",,,"FXY00_RS00930","WP_040369995.1",359,"membrane protein"
"Un","NZ_CABKOD010000038.1",4943,5209,"+",,,"FXY00_RS00935","WP_006008568.1",88,"hypothetical protein"
"Un","NZ_CABKOD010000038.1",5287,6303,"-",,,"FXY00_RS00940","WP_006008569.1",338,"DHH family phosphoesterase"
"Un","NZ_CABKOD010000038.1",6287,6580,"-",,,"FXY00_RS00945","WP_040370061.1",97,"DUF503 domain-containing protein"
"Un","NZ_CABKOD010000038.1",7423,9538,"-",,"infB","FXY00_RS12890","WP_081446883.1",704,"translation initiation factor IF-2, partial"
"Un","NZ_CABKOD010000038.1",9973,10980,"-",,,"FXY00_RS12895","WP_006008573.1",336,"translation initiation factor IF-2 N-terminal domain-containing protein, partial"
"Un","NZ_CABKOD010000038.1",10980,11222,"-",,,"FXY00_RS00955","WP_050760330.1",80,"DUF448 domain-containing protein"
"Un","NZ_CABKOD010000038.1",11212,12528,"-",,"nusA","FXY00_RS00960","WP_006008576.1",438,"transcription termination factor NusA"
"Un","NZ_CABKOD010000038.1",12665,13399,"-",,,"FXY00_RS00965","WP_006008578.1",244,"ribosome assembly cofactor RimP"
"Un","NZ_CABKOD010000038.1",13979,14344,"-",,,"FXY00_RS13230","WP_246118334.1",121,"(deoxy)nucleoside triphosphate pyrophosphohydrolase"
"Un","NZ_CABKOD010000038.1",15321,15827,"+",,,"FXY00_RS00975","WP_006008581.1",168,"peptidylprolyl isomerase"
"Un","NZ_CABKOD010000038.1",15906,16448,"+",,,"FXY00_RS00980","WP_006008582.1",180,"hypothetical protein"
"Un","NZ_CABKOD010000038.1",16663,17115,"-",,,"FXY00_RS00985","WP_006008583.1",150,"hypothetical protein"
"Un","NZ_CABKOD010000038.1",17255,18451,"+",,,"FXY00_RS00990","WP_006008584.1",398,"pyridoxal phosphate-dependent aminotransferase"
"Un","NZ_CABKOD010000038.1",18519,18905,"+",,,"FXY00_RS00995","WP_006008585.1",128,"rhodanese-like domain-containing protein"
"Un","NZ_CABKOD010000038.1",18954,19802,"+",,"aroE","FXY00_RS01000","WP_006008586.1",282,"shikimate dehydrogenase"
"Un","NZ_CABKOD010000038.1",19818,20267,"+",,"aroQ","FXY00_RS01005","WP_006008587.1",149,"type II 3-dehydroquinate dehydratase"
"Un","NZ_CABKOD010000038.1",20419,21003,"+",,,"FXY00_RS01010","WP_006008589.1",194,"4Fe-4S dicluster domain-containing protein"
"Un","NZ_CABKOD010000038.1",21000,21920,"+",,,"FXY00_RS01015","WP_006008590.1",306,"CoB--CoM heterodisulfide reductase iron-sulfur subunit B family protein"
"Un","NZ_CABKOD010000038.1",21917,23878,"+",,,"FXY00_RS01020","WP_006008592.1",653,"CoB--CoM heterodisulfide reductase iron-sulfur subunit A family protein"
"Un","NZ_CABKOD010000038.1",23866,25314,"+",,,"FXY00_RS01025","WP_006008594.1",482,"hydrogenase iron-sulfur subunit"
"Un","NZ_CABKOD010000038.1",25311,26363,"+",,,"FXY00_RS01030","WP_006008596.1",350,"4Fe-4S dicluster domain-containing protein"
"Un","NZ_CABKOD010000038.1",26806,27666,"+",,,"FXY00_RS01035","WP_050760339.1",286,"FAD/NAD(P)-binding protein"
"Un","NZ_CABKOD010000038.1",28078,28506,"+",,,"FXY00_RS01040","WP_006008602.1",142,"TOBE domain-containing protein"
"Un","NZ_CABKOD010000038.1",28681,29439,"+",,,"FXY00_RS01045","WP_006008604.1",252,"GntR family transcriptional regulator"
"Un","NZ_CABKOD010000038.1",29531,31369,"-",,,"FXY00_RS01050","WP_246118331.1",612,"TRAP transporter fused permease subunit"
"Un","NZ_CABKOD010000038.1",31465,32466,"-",,,"FXY00_RS01055","WP_040370008.1",333,"TAXI family TRAP transporter solute-binding subunit"
"Un","NZ_CABKOD010000038.1",32502,33656,"-",,,"FXY00_RS01060","WP_006008609.1",384,"mandelate racemase/muconate lactonizing enzyme family protein"
"Un","NZ_CABKOD010000038.1",33849,34307,"-",,,"FXY00_RS01065","WP_006008611.1",152,"nuclear transport factor 2 family protein"
"Un","NZ_CABKOD010000038.1",34486,35403,"+",,"cysK","FXY00_RS01070","WP_006008613.1",305,"cysteine synthase A"
"Un","NZ_CABKOD010000038.1",35683,37065,"-",,"mgtE","FXY00_RS01075","WP_006008615.1",460,"magnesium transporter"
"Un","NZ_CABKOD010000038.1",37611,37763,"-",,,"FXY00_RS12900","WP_006008621.1",50,"hypothetical protein"
"Un","NZ_CABKOD010000038.1",38127,38768,"-",,"catB","FXY00_RS01080","WP_006008622.1",213,"type B chloramphenicol O-acetyltransferase"
"Un","NZ_CABKOD010000038.1",39483,40403,"-",,"speB","FXY00_RS01085","WP_006008624.1",306,"agmatinase"
"Un","NZ_CABKOD010000038.1",41057,42691,"-",,,"FXY00_RS01090","WP_006008626.1",544,"lactate permease LctP family transporter"
